gutenberg_id,title,author,text,subject,description,region,banned,text_has_gender,text_has_race,text_has_sexuality,text_has_violence,text_has_politics,text_has_history,text_has_religion,text_has_education,text_has_identity,text_has_anti_intellectualism,text_has_family,desc_has_gender,desc_has_race,desc_has_sexuality,desc_has_violence,desc_has_politics,desc_has_history,desc_has_religion,desc_has_education,desc_has_identity,desc_has_anti_intellectualism,desc_has_family,subj_has_gender,subj_has_race,subj_has_sexuality,subj_has_violence,subj_has_politics,subj_has_history,subj_has_religion,subj_has_education,subj_has_identity,subj_has_anti_intellectualism,subj_has_family
768,Wuthering Heights,Emily BrontÃ«,,"Fiction, Classics",emily bronts  novel wuthering heights   tale  passion revenge   destructive power  love set   yorkshire moors  follows  intertwined lives   earnshaw  linton families particularly focusing   intense relationship  catherine earnshaw  heathcliff  orphan adopted   father,Florida,1,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
7785,Leonardo Da Vinci,Maurice W. Brockwell,,"Biography & Autobiography, Art",walter isaacsons biography delves   life  leonardo da vinci exploring  extraordinary achievements  art science engineering  anatomy drawing  thousands  pages  leonardos notebooks isaacson weaves  narrative  connects  artistic genius   scientific explorations,Florida,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
21580,The Pirate,Captain Frederick Marryat,,"Fiction, Adventure, Historical",sir walter scotts  pirate  set   early th century   remote islands  shetland  orkney  novel tells  story  basil mertoun   son mordaunt  become entangled  local islanders   mysterious pirate named captain cleveland leading  adventures  romantic entanglements,Florida,1,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
25829,The Dark Tower,Phyllis Bottome,,"Fiction, Fantasy, Horror",stephen kings  dark tower series   blend  fantasy horror  western genres  follows  journey  roland deschain  last gunslinger   pursues  enigmatic dark tower  nexus   universes encountering various characters  facing numerous challenges along  way,Florida,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
30014,Native Son,T. D. Hamm,,"Fiction, African American, Classics",richard wrights native son tells  story  bigger thomas  young african american man living   chicago  novel explores themes  systemic racism poverty   psychological effects  oppression  bigger becomes entangled   series  events  lead   tragic outcome,Florida,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59277,Redeemed,George Sheldon Downs,,"Fiction, Fantasy, Young Adult",redeemed  final book   house  night series  pc cast  kristin cast  heroine zoey redbird confronts dark forces threatening  world  novel combines elements  fantasy romance  adventure  zoey   friends strive  restore balance  overcome evil,Florida,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1508,The Taming of the Shrew,William Shakespeare,,"Drama, Comedy, Classics",william shakespeares  taming   shrew   comedic play  centers   courtship  petruchio  katherina known   sharp tongue  fiery spirit katherina  seen  unmarriageable  petruchio undertakes  challenge  taming  leading  humorous  thoughtprovoking situations,Florida,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
14658,The Road,Jack London,,"Fiction, Post-Apocalyptic, Adventure",cormac mccarthys  road   postapocalyptic novel  follows  father   young son   journey   desolate landscape struggling  survive  story explores themes  survival hope   bond  parent  child   face  overwhelming adversity,Florida,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51255,Chain Reaction,Boyd Ellanby,,"Fiction, Romance, Young Adult",simone elkeles chain reaction   third installment   perfect chemistry series  follows luis fuentes  smart  ambitious teenager  falls  nikki cruz  girl   troubled past  novel explores themes  love family   challenges  overcoming ones circumstances,Florida,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
66751,The Heir,Sydney C. Grier,,"Fiction, Romance, Young Adult",kiera casss  heir   fourth book   selection series  follows princess eadlyn schreave   embarks    selection  competition  find  suitable husband  novel explores themes  love duty  selfdiscovery  eadlyn navigates  challenges  leadership  romance,Florida,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
174,The Picture of Dorian Gray,Oscar Wilde,,"Fiction, Gothic Fiction, Philosophical Fiction",novel tells  story   young man named dorian gray  wishes   portrait  age instead     pursues  life  hedonism  debauchery  portrait reflects  consequences   actions   remains outwardly youthful,Iowa,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1377,The Talisman,Sir Walter Scott,,"Fantasy, Horror",novel cowritten  stephen king  peter straub  follows  young boy named jack sawyer   quest across america   parallel world called  territories  find  talisman  can save  dying mother,Iowa,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
12683,Christine,Elizabeth Von Arnim,,"Horror, Thriller",novel  stephen king   plymouth fury possessed  supernatural forces leading  teenage owner   path  destruction  terror,Iowa,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
35611,The Great Return,Arthur Machen,,"Fiction, Supernatural",short story  arthur machen involving  mystical return   holy grail   small welsh village bringing miraculous events  profound changes   inhabitants,Iowa,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40813,Smoke,Ivan Sergeevich Turgenev,,"Fiction, Mystery",novel  ivan turgenev  explores  conflicting ideologies  romantic entanglements among russian expatriates   german spa town   th century,Iowa,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46877,Glass,Edward Dillon,,"Fiction, Drama",novel  ellen hopkins  delves   life   young woman struggling  addiction relationships  selfdestructive behaviors,Iowa,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
60303,The Bridge,G. G. Revelle,,"Horror, Psychological Fiction",novel  iain banks  intertwines reality  surrealism focusing   man   coma  experiences  bizarre  complex dream world set   seemingly infinite bridge,Iowa,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
51247,Dead End,Wallace Macfarlane,,"Fiction, Mystery",novel  mariah stewart involving suspense  crime   protagonist faces unexpected dangers  uncovering hidden truths,Iowa,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
59277,Redeemed,George Sheldon Downs,,"Fantasy, Young Adult",final book   house  night series  pc cast  kristin cast   protagonist confronts dark forces  bring balance  peace   world,Iowa,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
16348,Dreamland,Julie M. Lippmann,,"Fiction, Romance",novel  sarah dessen  explores themes  love family dynamics  personal growth   young woman navigates  challenges  adolescence,Iowa,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13996,The Divine Fire,May Sinclair,,"Fiction, Literary",sinclair exploring    savage keith rickman   poet navigating  literary  examining themes  artistic responsibility   intersection  talent  patronage,Other,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
56415,Making the Nine,Albertus T. Dudley,,"Non-fiction, Parenting",dr valerie davis raskin identifies  challenges mothers    childs infancy   adulthood  insights   developmental journey  motherhood,Other,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
145,Middlemarch,George Eliot,,"Fiction, Classics",eliots  set   fictional thcentury   exploring  lives  ambitions   inhabitants  societal,Other,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
5200,Metamorphosis,Franz Kafka,,"Fiction, Classics",franz kafkas novella  gregor samsa  wakes  transformed   insect delving  themes  alienation  identity,Other,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1342,Pride and Prejudice,Jane Austen,,"Fiction, Romance",jane austens classic romance   bennet   darcy exploring themes   reputation  class,Other,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2554,Crime and Punishment,Fyodor Dostoyevsky,,"Fiction, Psychological",fyodor dostoevskys   raskolnikov   student  commits murder  grapples  guilt  redemption,Other,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4300,Ulysses,James Joyce,,"Fiction, Modernist",joyces modernist  chronicling  day      bloom  dublin rich  streamofconsciousness narrative  literary allusions,Other,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
219,Heart of Darkness,Joseph Conrad,,"Fiction, Colonialism",conrads novella  marlows journey   congo   kurtz exploring imperialism  human nature,Other,0,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
730,Oliver Twist,Charles Dickens,,"Fiction, Social Critique",dickens    orphan navigating  criminal underworld  victorian  highlighting social injustices,Other,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
161,Sense and Sensibility,Jane Austen,,"Fiction, Romance",jane austens    dashwood sisters   navigate   societal expectations  thcentury,Other,0,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
55,The Wonderful Wizard of Oz,L. Frank Baum,,"Fiction, Fantasy",baums childrens   dorothys adventures     oz emphasizing themes  courage  friendship,Other,0,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1399,Anna Karenina,Leon Tolstoy,,"Fiction, Tragedy",leo tolstoys   annas extramarital affair   consequences exploring themes     morality,Other,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1080,A Modest Proposal,Jonathan Swift,,"Non-fiction, Satire",swifts satirical essay suggesting  poor sell  children  food   rich critiquing  policy   irish,Other,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1661,The Adventures of Sherlock Holmes,Arthur Conan Doyle,,"Fiction, Mystery",conan doyles   detective stories featuring sherlock holmes  dr watson solving,Other,0,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
514,Little Women,Louisa May Alcott,,"Fiction, Coming-of-Age",louisa  alcotts    lives    sisters   grow  childhood  womanhood   civil war era,Other,0,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
23,"Narrative of the Life of Frederick Douglass, an American Slave",Frederick Douglass,,"Non-fiction, Autobiography",frederick douglasss memoir detailing  experiences   slave   journey  freedom,Other,0,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
50150,The Devil is an Ass,Ben Johnson,,"Drama, Satire",ben jonsons  satirizing     story   devil     corrupt humans      corrupt,Other,0,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
408,The Souls of Black Folk,W. E. B. Du Bois,,"Non-fiction, African American Studies",du boiss   essays examining african american    concept  double consciousness,Other,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
26184,Simple Sabotage Field Manual,United States Office of Strategic Services,,"Non-fiction, Military",war  manual   oss providing instructions    sabotage enemy operations  simple,Other,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1513,Romeo and Juliet,William Shakespeare,,"Drama, Tragedy",shakespeares     lovers  deaths ultimately reconcile  feuding families,Other,0,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
